"group","att","se","ci_lower","ci_upper"
1969,-3.61900870341055,6.17296108966836,-15.7180124391605,8.47999503233944
1970,-11.3648122798934,11.9055534376163,-34.6996970176213,11.9700724578345
1971,2.10315176223793,4.76640006548827,-7.23899236611907,11.4452958905949
1972,8.18714102776413,12.8645865141256,-17.027448539922,33.4017305954503
1973,17.5344595950373,8.69429766190512,0.493636177703269,34.5752830123714
1974,-9.68684522002523,7.49959058390936,-24.3860427644876,5.01235232443711
1975,3.80277236014916,6.54865916275627,-9.03259959885313,16.6381443191515
