"group","time","att","se","ci_lower","ci_upper"
1974,1968,-6.03953824151546,3.87136158178947,-13.6274069418228,1.5483304587919
1974,1969,3.74450109197583,3.98396880999666,-4.06407777561762,11.5530799595693
1974,1970,7.78656450790139,2.22891642355473,3.41788831773413,12.1552406980687
1974,1971,-7.18673777635843,6.25240262824613,-19.4414469277209,5.06797137500399
1974,1972,10.7820204236287,5.03752435895618,0.908472680074569,20.6555681671828
1974,1973,5.90164210147313,8.57110219270195,-10.8977181962227,22.701002399169
1974,1974,-12.0248037984291,6.36166564107635,-24.4936684549387,0.444060858080565
1974,1975,-3.37841068663097,7.80595279058915,-18.6780781561857,11.9212567829238
1974,1976,-13.6573211750156,11.0471737824354,-35.309781788589,7.99513943855767
1974,1977,NA,NA,NA,NA
1974,1978,NA,NA,NA,NA
1974,1979,NA,NA,NA,NA
1974,1980,NA,NA,NA,NA
1974,1981,NA,NA,NA,NA
1974,1982,NA,NA,NA,NA
1974,1983,NA,NA,NA,NA
1974,1984,NA,NA,NA,NA
1975,1965,24.7496592693963,16.2815338432654,-7.16214706340397,56.6614656021965
1975,1966,-4.03669466936481,7.12881677545898,-18.0091755492644,9.93578621053479
1975,1967,-1.9508594969685,1.88541565976213,-5.64627419010228,1.74455519616528
1975,1968,7.80930696472486,2.63962515614156,2.63564165868739,12.9829722707623
1975,1969,-8.29919057688262,8.00052745509284,-23.9802243888646,7.38184323509934
1975,1970,-8.13608424502058,5.5419387415021,-18.9982841783647,2.72611568832354
1975,1971,10.6066201965364,7.96169810860115,-4.99830809632184,26.2115484893947
1975,1972,-18.7614004226167,9.3347289112469,-37.0574690886607,-0.465331756572827
1975,1973,18.3926415469866,8.67847270221176,1.38283505065159,35.4024480433217
1975,1974,-7.46122360272833,5.18771474935291,-17.62914451146,2.70669730600338
1975,1975,4.71168411970448,2.09782965019828,0.59993800531584,8.82343023409311
1975,1976,2.89386060059385,12.1741885336393,-20.9675489253392,26.7552701265269
1975,1977,NA,NA,NA,NA
1975,1978,NA,NA,NA,NA
1975,1979,NA,NA,NA,NA
1975,1980,NA,NA,NA,NA
1975,1981,NA,NA,NA,NA
1975,1982,NA,NA,NA,NA
1975,1983,NA,NA,NA,NA
1975,1984,NA,NA,NA,NA
1976,1965,NA,NA,NA,NA
1976,1966,NA,NA,NA,NA
1976,1967,NA,NA,NA,NA
1976,1968,NA,NA,NA,NA
1976,1969,NA,NA,NA,NA
1976,1970,NA,NA,NA,NA
1976,1971,5.9642774964532,1.35127468717054,3.31577910959893,8.61277588330746
1976,1972,8.87940938929962,1.48871030765881,5.96153718628835,11.7972815923109
1976,1973,NA,NA,NA,NA
1976,1974,NA,NA,NA,NA
1976,1975,NA,NA,NA,NA
1976,1976,NA,NA,NA,NA
1976,1977,NA,NA,NA,NA
1976,1978,NA,NA,NA,NA
1976,1979,NA,NA,NA,NA
1976,1980,NA,NA,NA,NA
1976,1981,NA,NA,NA,NA
1976,1982,NA,NA,NA,NA
1976,1983,NA,NA,NA,NA
1976,1984,NA,NA,NA,NA
1977,1965,10.9159166255241,11.8598092051234,-12.3293094165177,34.161142667566
1977,1966,-13.6527457515087,7.35427671952263,-28.067128121773,0.761636618755686
1977,1967,27.200491849602,15.6368637365756,-3.44776107408618,57.8487447732902
1977,1968,-17.1978736234701,11.9420624572671,-40.6043160397137,6.20856879277345
1977,1969,18.2350194600924,11.27959809125,-3.8729927987576,40.3430317189425
1977,1970,-2.04791831044757,2.46636684294874,-6.8819973226271,2.78616070173196
1977,1971,-9.82835247431445,6.241115239535,-22.0609383438031,2.40423339517416
1977,1972,21.6553777400357,9.53746407633189,2.96194815042523,40.3488073296462
1977,1973,NA,NA,NA,NA
1977,1974,26.6010502015707,47.319667011184,-66.14549714035,119.347597543491
1977,1975,NA,NA,NA,NA
1977,1976,NA,NA,NA,NA
1977,1977,NA,NA,NA,NA
1977,1978,NA,NA,NA,NA
1977,1979,NA,NA,NA,NA
1977,1980,NA,NA,NA,NA
1977,1981,NA,NA,NA,NA
1977,1982,NA,NA,NA,NA
1977,1983,NA,NA,NA,NA
1977,1984,NA,NA,NA,NA
1980,1965,-5.97491530309988,2.77141185670339,-11.4068825422385,-0.542948063961235
1980,1966,-0.103967560737146,4.56279212525545,-9.04704012623782,8.83910500476353
1980,1967,0.0406748648337647,2.15800535467707,-4.18901563033329,4.27036536000082
1980,1968,4.84902626168484,2.07214444516015,0.78762314917094,8.91042937419873
1980,1969,-9.27042161406873,1.96388063775086,-13.1196276640604,-5.42121556407705
1980,1970,7.92298819882313,1.64588434501486,4.697054882594,11.1489215150523
1980,1971,-6.31203022511612,2.38523702750493,-10.9870947990258,-1.63696565120645
1980,1972,6.03226287929985,1.7108064769983,2.67908218438319,9.38544357421651
1980,1973,NA,NA,NA,NA
1980,1974,NA,NA,NA,NA
1980,1975,NA,NA,NA,NA
1980,1976,NA,NA,NA,NA
1980,1977,NA,NA,NA,NA
1980,1978,NA,NA,NA,NA
1980,1979,NA,NA,NA,NA
1980,1980,NA,NA,NA,NA
1980,1981,NA,NA,NA,NA
1980,1982,NA,NA,NA,NA
1980,1983,NA,NA,NA,NA
1980,1984,NA,NA,NA,NA
1984,1965,0.216587141253275,1.16985097101382,-2.07632076193381,2.50949504444036
1984,1966,0.875821402134518,1.52774868293511,-2.11856601641829,3.87020882068733
1984,1967,-3.21698555728598,1.46100665498357,-6.08055860105379,-0.353412513518183
1984,1968,-2.71680104462076,1.33840860151107,-5.34008190358246,-0.0935201856590706
1984,1969,3.964517236026,2.12543615309632,-0.201337624042779,8.13037209609478
1984,1970,7.05545711334871,1.97257487214194,3.18921036395051,10.9217038627469
1984,1971,-17.3412543615421,2.5426330194517,-22.3248150796674,-12.3576936434168
1984,1972,8.98433399561364,3.71526687376196,1.70241092304019,16.2662570681871
1984,1973,-2.79200850327892,1.15534247980955,-5.05647976370565,-0.527537242852198
1984,1974,NA,NA,NA,NA
1984,1975,NA,NA,NA,NA
1984,1976,NA,NA,NA,NA
1984,1977,NA,NA,NA,NA
1984,1978,NA,NA,NA,NA
1984,1979,NA,NA,NA,NA
1984,1980,NA,NA,NA,NA
1984,1981,NA,NA,NA,NA
1984,1982,NA,NA,NA,NA
1984,1983,NA,NA,NA,NA
1984,1984,NA,NA,NA,NA
